A,0.0,0.0,0.44396728,-0.13154586,0.78105354,-0.5508483,0.88793457,-0.9701507,1.0441452,-1.2496856,0.6495077,-0.88793457,0.6988374,-1.1756911,0.600178,-0.8714913,0.5508483,-0.6659509,0.36997274,-0.92904264,0.38641596,-1.1921344,0.32064304,-0.7974968,0.3124214,-0.5919564,0.09043778,-0.93726426,0.098659396,-1.2085776,0.082216166,-0.78927517,0.106881015,-0.5755131,-0.18909718,-0.9125994,-0.16443233,-1.134583,-0.13154586,-0.83038324,-0.098659396,-0.6577293
A,0.0,0.0,0.43525746,-0.14508583,0.76573074,-0.5561623,0.8705149,-0.9752991,1.0317214,-1.2493502,0.62870526,-0.8866356,0.6690068,-1.168747,0.57228297,-0.8624546,0.53198135,-0.6690068,0.35465422,-0.93499756,0.36271456,-1.1929278,0.29823196,-0.797972,0.29017165,-0.6125846,0.080603234,-0.94305784,0.080603234,-1.2090485,0.064482585,-0.797972,0.080603234,-0.60452425,-0.19344777,-0.9188769,-0.16926679,-1.1284453,-0.15314615,-0.83827364,-0.120904855,-0.6690068
A,0.0,0.0,0.44123012,-0.14440258,0.7621247,-0.5535432,0.8664155,-0.9787286,1.0188404,-1.2675338,0.6257445,-0.898505,0.66585636,-1.1792878,0.5615656,-0.8664155,0.5134314,-0.657834,0.34496173,-0.93861675,0.36100644,-1.2033548,0.28880516,-0.80223656,0.28880516,-0.59365505,0.08022366,-0.9466391,0.08022366,-1.2033548,0.06417892,-0.7942142,0.08824602,-0.5856327,-0.19253677,-0.922572,-0.16846968,-1.1311536,-0.14440258,-0.8423484,-0.11231312,-0.657834
A,0.0,0.0,0.42878756,-0.13498867,0.762289,-0.5478952,0.8575751,-0.96874225,1.0163853,-1.2466601,0.6352408,-0.8893371,0.65112185,-1.1434335,0.5558357,-0.8337536,0.5161332,-0.6431813,0.34938246,-0.9369802,0.35732296,-1.1751955,0.29379886,-0.77817,0.29379886,-0.59553826,0.087345615,-0.9449207,0.087345615,-1.1910765,0.06352408,-0.7861105,0.087345615,-0.59553826,-0.17469123,-0.9290397,-0.1508697,-1.1275524,-0.13498867,-0.84169406,-0.11116714,-0.6749434
A,0.0,0.0,0.43167967,-0.13031839,0.7656206,-0.5375634,0.86335933,-0.9529533,1.0181124,-1.2461697,0.6271573,-0.8877941,0.6597369,-1.1810105,0.570143,-0.87964916,0.52941847,-0.6678818,0.3502307,-0.93666345,0.35837558,-1.1891553,0.29321638,-0.78191036,0.29321638,-0.58643275,0.081448995,-0.94480836,0.081448995,-1.2054452,0.065159194,-0.7900553,0.089593895,-0.58643275,-0.18733269,-0.9203737,-0.17104289,-1.132141,-0.14660819,-0.83892465,-0.105883695,-0.6678818
A,0.0,0.0,0.44447833,-0.15639052,0.7737215,-0.5514824,0.8724945,-0.97126746,1.037116,-1.2593553,0.6255621,-0.88895667,0.6420243,-1.1770445,0.5432513,-0.8642634,0.510327,-0.6749486,0.34570536,-0.9383431,0.34570536,-1.1935066,0.2798567,-0.7819526,0.28808782,-0.5926378,0.07407972,-0.9465742,0.07407972,-1.2099688,0.049386483,-0.79841477,0.0823108,-0.5926378,-0.19754593,-0.93011206,-0.18108377,-1.1441201,-0.15639052,-0.84780127,-0.11523512,-0.6749486
A,0.0,0.0,0.44793615,-0.16590229,0.7548554,-0.5640677,0.87098694,-0.98711854,1.0285941,-1.2857426,0.62213355,-0.8875772,0.655314,-1.1779062,0.55577266,-0.91246253,0.51429707,-0.6801993,0.34839478,-0.9373479,0.34839478,-1.2110866,0.27373877,-0.8295114,0.28203386,-0.5972482,0.074656025,-0.9539381,0.074656025,-1.2110866,0.04147557,-0.8212163,0.074656025,-0.5972482,-0.19908273,-0.92905277,-0.17419739,-1.1447257,-0.15760717,-0.85439676,-0.12442671,-0.6719042
A,0.0,0.0,0.4381521,-0.14324203,0.7667662,-0.55611616,0.8763042,-0.99426824,1.0363983,-1.2976043,0.63195014,-0.8847302,0.64880216,-1.1880664,0.53926414,-0.8847302,0.50556016,-0.6656542,0.3538921,-0.9352862,0.34546608,-1.2049183,0.26120606,-0.8088962,0.27805808,-0.59824616,0.084260024,-0.95213825,0.058982015,-1.2217703,0.025278006,-0.8088962,0.07583402,-0.60667217,-0.18537205,-0.94371223,-0.18537205,-1.1459363,-0.17694604,-0.8426002,-0.12639004,-0.6656542
A,0.0,0.0,0.42841583,-0.13709307,0.7625802,-0.5655089,0.8654,-1.002493,1.0367663,-1.2938159,0.62548715,-0.89110494,0.63405544,-1.190996,0.53123564,-0.8739683,0.5055307,-0.6683287,0.33416435,-0.94251484,0.32559603,-1.2081326,0.2570495,-0.80542177,0.27418613,-0.5912139,0.06854653,-0.9510832,0.042841583,-1.216701,0.02570495,-0.80542177,0.06854653,-0.59978217,-0.2056396,-0.9253782,-0.19707128,-1.1310178,-0.17993465,-0.83969504,-0.13709307,-0.6683287
A,0.0,0.0,0.444266,-0.12815365,0.77746546,-0.5638761,0.87998843,-0.9910549,1.0337728,-1.2815365,0.6236811,-0.89707553,0.64931184,-1.2046443,0.54678893,-0.888532,0.52115816,-0.67494255,0.34174308,-0.93979347,0.34174308,-1.2131879,0.27339447,-0.80309623,0.2904816,-0.59805036,0.07689219,-0.948337,0.059805036,-1.2217314,0.042717885,-0.8116398,0.07689219,-0.59805036,-0.19650227,-0.93124986,-0.18795869,-1.1362957,-0.17087154,-0.8372705,-0.12815365,-0.666399
